50.84,12
54.44,6
38.11,13
37.19,10
49.61,8
52.94,12
55.22,9
52.89,10
61.49,10
32.45,10
48.86,10
54.64,8
65.7,10
51.61,12
69.47,11
60.28,7
52.24,11
57.1,8
47.57,7
62.23,9
70.46,8
71.89,10
66.6,10
59.35,11
56.83,9
61.11,6
39.23,9
43.71,12
62.21,10
31.3,8
49.61,9
66.18,8
42.41,10
57.16,11
60.19,12
62.65,10
62.17,7
62.17,10
61.53,14
49.82,11
60.96,9
38.75,10
42.2,8
66.62,11
55.48,10
38.45,7
52.38,12
76.32,11
44.91,12
48.79,11
58.12,8
39.95,13
47,11
39.41,13
52.78,8
57.13,8
70.23,13
58.51,7
54.93,11
43.85,14
48.72,8
70.98,12
59.13,9
48.71,8
67.7,10
53.84,8
45.42,7
68.19,12
56.29,8
54.5,10
64.12,7
48.68,9
47.54,12
45.55,8
64.53,10
49.97,8
48.41,11
45.75,12
42.64,14
60.84,10
41.23,14
63.37,12
53.31,11
44.37,8
51.76,8
59.38,12
47.06,12
50.22,9
74.62,8
47.74,8
38.91,9
47.01,10
48.49,9
56.53,10
40.92,10
46.41,9
37.03,7
62.38,9
61.84,8
50.82,9
49.1,9
43.32,9
67.65,11
48.86,12
63.3,9
67.9,11
49.34,8
51.35,12
67.46,7
57.87,10
70.13,11
49.67,11
40.92,9
73.76,8
58.03,12
52.8,10
51.18,8
59.85,9
51.28,10
58.86,6
56.7,6
72.28,11
39.17,10
31.03,9
48.45,13
50.26,10
40.3,8
49.29,15
72.35,6
39.93,10
47.65,9
42.92,10
36.07,10
73.96,9
54.77,8
50.63,9
48.2,8
65.72,13
36.04,8
57.97,12
56.24,9
54.4,7
57.5,10
39.9,13
45.72,11
34.83,10
59.87,9
66.09,13
56.03,9
38.52,12
45.74,11
47.32,7
66.91,8
45.32,11
37.16,10
42.77,7
57.22,14
23.33,12
44.97,8
55.02,12
36.22,13
56.89,8
54.95,10
52.68,11
72.41,12
77.85,10
42.47,9
50.1,9
60.26,13
54.64,5
48.22,14
80.02,11
62.73,12
49.56,9
63.69,9
47.86,10
59.8,4
45.23,10
75.04,11
69.84,11
42.48,10
52.21,8
47.36,10
56.52,5
61.06,8
60.98,11
62.22,9
52.15,8
